date,category,title,source,link,priority
2026-01-12,OSINT,"India not looking to reduce troops along LAC, says Army chief - Tribune India",Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMiowFBVV95cUxOZUcwUFhkb3E4R1dUS19UMEVKZXhSRjhWc1lWZ3YxRHZxSDJYMktuTG9yVEtHcmJJbG5SRWNFd3RWeUthOXJSRzhFRHRSc2dvWm9XT0IxcGtlUnBGNWlBVExuNVRlTWFUNjJFQVBOMHNmQTRXS1hDQTFkem42TGJHVFd0dEtzMGFpQ0NnNlBZUHNaalBuemZuSzI3b1lRNjQ0SDJF0gGnAUFVX3lxTFBoYWZ3NVJOOFJuZVVZekRnWS1jM2k1Qjh1TlpZbm1rU0E5dVFIZGVWMzZQSjJsSlhFa2ZQNUVsa1hGdE1RTUpfcFRwVzh6dUVVZ1NXRE5QWUhqNzZiUngtSkFMVlpPcnFjbjV6SFhrWm9FLVk5VkxIMFhSZU9HVWtEQlBlRVcxVW9vQXdGQXZodXRYRjhUU1A4V0ZKWTRyTFJlSW1WbVVB?oc=5,NORMAL
2026-01-12,OSINT,Army jawans deployed at LAC master Chinese language at Gujarat varsity - Times of India,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMi4AFBVV95cUxNNDV5Q1Yyb2NPMUtnTjlyNk9yci1Pa2NjYm1CS3NyeWwyUlN3Nk94U2JoUFRPTzNGT3dIR3Q1LW5BYmluSWk3Y1I5YzFBNGUtYzNuenNRc2dVQ09DbzlxZHBrNmZqUlpjOTNiU2hGb2JUNVl0UktkQkc0MnRlbHBYZl8yd0FzSDBiUkFCam9hTzZZcXEwOWRtc2pvNWFMUmlGQlZvbnQtU0REN2FGZ0d1YThDRTFpWFpGb1JyUVpZN3BOckpvbDU5bUNxOTNTdnVFM1JzMVRad3M1SmRuYWxHM9IB5gFBVV95cUxNQ0JwNE9XOXhmblN3NU1KRk1xVkR1ZnloQTl0OXRnQU5VdXZTMXc3V3JFRVlDLTVRaklUWnU1aC1fUU5YVDBLVGUyTlNGcTB5Ql9EamotcU81aURYczROLWxzTFA2aGtJbmgzWlVMU3FaXzhvaW83ZXJxWEktTkRGX2lNek1JX1VNdXNzUnZhTDVySWFKUDByMWxjUWhzZHBqb1lOS1lLdkRxRFlUQk1RdWpRN0FJbEowUlFQek1iMFktNy10YW9NUVdDYXBGWTZfbnh4MWFBMk9EV3dwbVp2cFJyOEY1UQ?oc=5,HIGH
2026-01-12,OSINT,"'We're trying to restore trust,' reacts Army Chief to India-China LAC agreement - The New Indian Express",Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMixgFBVV95cUxPMVlaV3ZwY1ByOUxyS2RLMVZQMUJaVzVHNmlXQTBlS3FZZE9vUmxXMV9WVG5vdllvS3E1aHNEZVJKcXcwV3NjZWZaVm5mUjN1YW9aRndIRDF3VF8xTDBoSFdCbGRDLXkwT09PUkVzM2g5U0R4NUxKSmEzTDhpUjFqZzVPYTktQXlGai1faUJHZkZmTkoxQlYwLS1iSFduQ1lsNlRKeTAySVlPM0l3RWRUbkdSdWpSUjQweEpIRXdiWnZsWmc4RGfSAdMBQVVfeXFMTmdFQ0hTbE1hWUplZWZZS212YzdmMEpHVlZLRDlBcUJGNUNQUHFVQnYtSnV5NXA1b3JmQkhHT3g5TmN4OU9lNk00UlZUejlEVUNScmRUbGdMcnNfdXFKVlNXcGxINVJfMEoxZnVzY2ZQMEVQOXZKMjVfM1lCZklXZUxwMTNJWmMwTUVYMk9lbERlTkRaaFBkYWt2RHV3TENOYkRWRnd4RnZ2TGRDd3pXMzFZVW9SZksxaVA0TnNXaFVvcHZ6N25tQ0VVUE9Ibll3NzdiQQ?oc=5,NORMAL
2026-01-12,OSINT,'More than enough' troops deployed along LAC: Officials - Times of India,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMivAFBVV95cUxQdU80bk1oTXFsT3JTVDUxOVNEMDJNakZuSXVLV3pmLVoxLVp4OENsOVpvb0F2dDRkZHQxQVNyN2d5OU9Ya1M5TGhsd24tUVk1TERhSzFXTVBzMjBySFJfWEgtRlBXX1lFekVGR21BbldsSXp0SWs0Ym4xSFhGN3g1dEQyMEN0MnUxVHUtMnE0Y0FMbnBtUGE2Nmxmdi1ib2UwbDVNNWdLWWE1X3hBbXVvS29Mc1RVZ3ZQbjkxZ9IBwgFBVV95cUxORzJUZ1dYNEc3dnc0WXU0d2ItU3l6dkFfc1lEcGs2a01MZ24xV056cGNRUWs0R3ZzbVMxcFJ4dG5TV2tNMlgxMzVDendTRWJsVmRKeDVDOVRuTmJmdHFWMWhrYUNCM1QyUFVmNjJ6U1QwUGNSTUNLcFhBZUl0eC1QdTJ5eFBzbmNZSUNicm0xQnVJUDJTRTlXRVFYLWR5bkc2Y1ZzZnFZLVE2Z0tsYzJkMXZiS3NiaE1nZ3ZhZ0tfVlVHUQ?oc=5,HIGH
2026-01-12,OSINT,Indian Army May Soon Get Access To Some Patrolling Points At LAC Opposite China Border: Report - Swarajyamag,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOUXdBQ0tnNl9QSFNiM183c3NybzZyZW4xN2xzQk5ZcVNFYWRFVzNva0tOb2ZMeEk4cWZVNmJLbGt0bmMzcV84c2ptbEt3NXppdEpNd1p4ZUZQbTc1cTR5dUZXZGZEc2xkUmlfamJDdG1Sb0RUdTVtcVN0MmtlNV9EVEVxQm9fOHBNVWl2NWp6QXZNVnpJMHBRbzNhUFdydHRlX0ZRaXBLYk1vbjFIVXg3V09feVhXZ2NOQjVNWDBsY0NkTkXSAdMBQVVfeXFMT2lJenNDeXk0Sm1qWnM3M0VqVC12Q1Nycm85QXMzOTZRZEM0MTB3bHhvNDZ3WWJBV2RFR3pndkdnem5KZzBiVWN1VDYtRXc3OU1tUkZoakFVbndXdHRqalhGME5kd1VNbjI0Wmx3ZWh3SzBJS2xBRnNjUm0wRmxoQkdIdExzZEtBZTFVc05aV3ZYTWI3enRRcTdhX0pxSllvRkpQRmRSQjh2TUFvNUhMTXRma0pTNVlPd05nMmdCQ1hkTk1idTVBS3ZhQWJrUk9GcGtWWQ?oc=5,NORMAL
2026-01-12,OSINT,Indian troops start LAC patrolling at Demchok | India News - Hindustan Times,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMirAFBVV95cUxQLU1QMzlyYzZXdDNnOHZ5bmFvWGV3anFkaGw3OUM3TDJRUmtpa1BEVldJTDVFaDRKYlJEQ1ZXbm5TekpaQlZHeXZTY0pKUXZhbVRzYWpSd3p5TGFWUDV4ZU1jcU1oSUhMbThicHNaRndzMklSUExmZGlUeFBGSXBOTExKa3YtMWNGbk0tN0F2THUtb3RkaE1XTTBYOXpHclZXbXh2c082T3Q1SWx50gGyAUFVX3lxTFBNQ3dmaDdfMmpuTURiNXlYbldYVktlLUtKdUpwYWVqTkVMYmdOVEx6a0NSYXFoVTM5RWRPRkV4dUNxVUtERERwUnRKeXN4ZWVOZTZhQ3hZRWtXekRJTTZWeGJHZ3pzczVWTm0ydnZSbGthZEhCRjlRSk90UGZBNUpRQlRuWnFQaUhHRFVtQm4xWm4tNHdNVGFJQTJYUnliS0dMV2c0dDU3Mm04NHlSakFjbGc?oc=5,NORMAL
2026-01-12,OSINT,Not looking at reduction of troops along LAC: Army Chief - Tribune India,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMinAFBVV95cUxPZE9uOWhhRDFIaVBHbzQyZVdJVTMxY2pvMlZrbTB3T1ltdWtKR3FPRmxJSExLYzdwWUtjTDl2SU0yWFBqYnhWZUVHbmtVLXEwcHdEclR1MVdmbmV5S1BOTy02SU5tbDhuaW12SkNCTER1bmJ3SWJQajZBclJfaUVLWlRnWTI2d2JnaXR2Wmo2N1lfTXNXY2tQNmwzNTc?oc=5,NORMAL
2026-01-12,OSINT,"At -35°C, Army gunners showcase precision firepower along China border - India Today",Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPdHNpUE5EUE0tNVhQZ0dUZXg2NmNWQUNpcVRuR2N5ek5iUzg4N2hhNkJNQTd3cUdMRkQwczF2UUNpbk5SMlF1U21xTF85QVVLOVpVOVZIbW4wUkFFRnJvOGREdGtNeFNMRmVPMlJtYjNVVEdaMnAzcnhSQVA1dlFSLVJaV1UydWJYenBXUGdvU0gyRE9XYkhSWmJsbHBjaGlRWnVJeWNlQTB0Z1BtSzJvSnRIMDdJX0xYam0wYVZGNmd0OE1jYVVqRWJGZjJlbW5KOFVzZdIB2gFBVV95cUxNQVRrWkg1TGdIYmdfeXFjZnM3MHgzVUxkdi1vdkY2Y2ZTdFZoem1zVFFqN2FHMjNaWGxnZG8zVFlNaDlQSDdqOEJ1OW0tY3czVnRlY2RMZm1XQTJyN1FUbDJDbk5Ma3R3bWhMejRKMmp0ZTRob3YwRkFLdTRIUkFVTnpOejg4VG5nQmhXOVMxcW5qU2c4UWdLalBBYk9HMm1IcjFidWFpVUJfeGl0RTU2UkJ6d0ZQSEtFM0JieFMwN1BSRTREb21iWEtGbV81VFVoWW5OSDUxSU1ZZw?oc=5,NORMAL
2026-01-12,OSINT,India-China border issue: Stable yet sensitive - orfonline.org,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMijAFBVV95cUxPRVlobUtNakllX0RrU2VCZlVoY0FkMWpSSjNxb3lmQWE4MDVvRC1WQnRRY0w0c0ktbUE0VU1uelB2emM4aVM3TGkwY2FWV05TeGdWbmNOaUlYeC11Mk1XQVowYVJwSmpoVVJReDN5TlJKdWZtbzIzTzkzMVc3aktCV0tLb1o0X21VMmxzRw?oc=5,NORMAL
2026-01-12,OSINT,Tensions escalate: India and China’s militarization of the border - GIS Reports,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5TZXNEUTloSWE3UkJmTFB3U2RLRUxOYnhLSkVrbTNlMDFKSm1fY2dqTEVpTFlhdmlyT2c0NHZ1YzlxTXVNYTFnb1pCaWF5OGwwMlBScHRwX0pibmxYWlpsQWppeF9xbjg?oc=5,NORMAL
2026-01-12,OSINT,"Army chief: Need to first restore trust, assure each other on buffer zones - The Indian Express",Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMiugFBVV95cUxOdEY0MzBaanhJampVd3NvM3Byd0NQS2c3QVJ1QS1yakpIdzUtZi12MTRBRThqdlJQZmxXNVNXQTU2WG52UFA1d0JGV3doVGNFWnF5OWRTbm4tZlBpTm5zRHJ3VDVrVkJJak95bEJ4SFJMOVlkbGJfMWdETUxmUnYxdVdUcmhCbzF3dHB1V2lOckdmb3d2ODI2MkI3S1dGUmhrQTRQcG1yb2pBbkVCQWtqbXRZMjdtMVFIS2fSAcABQVVfeXFMTjhkWFpkSGJvR1RiTkFFZXk0LVlxbXVmZUhEdTJZVkNCRExSbzk5dGxMVkFWbmh4RjJUZDdKb2NsOVpuLVpXWUNtclBnNzdTcUNSdHRTY090WFkwT3V4R2JnNWotTlg4dkJGcDcyd3VfdXFXZzBpT1dWZVVTNE1jMjJ0emNCVk1WMU83SGtXRVkwaXhkeS10UVROOVdkTldmTnVyM3ptRWNQSHFXamNsTDJ2Sm9vU1NCNDZoc3lvQlYz?oc=5,NORMAL
2026-01-12,OSINT,Army resumes patrolling at Depsang as disengagement progresses along LAC - India Today,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMixwFBVV95cUxNLU1zVWJ4UGxrNUZTNjVqaS1sQTZYMUlWM29nMTgwVExqRFZmc05IMUFvcmdSbUV2UDM2SmY1TjlrNm1jZzQ3SzFlQUdDTVVjNVB6N1ZIMjVucHBMTWQ1WmUwNGFnZTJYTHQyLXU1MGN5VDBpdUVkZmJhRDJySDlmNi1OTVRIWnBoUXg2Y0FSbnRHQUZ6UWpLTGhWTmVSb2wtWTR1UUZsbTIxZTc4a0FpNU9WNUFvdXZYLWt4UXBINFV5UkZaMXZJ0gHMAUFVX3lxTE55T21HVHI2X25BUDI2cXNfbjZyNXJZOXhEd1hIQmwzVEdueVlJaG1XUjdRLVBlWG8wV0QtVXVBaThlQTk4SE5BNkcwVHNEWjRYYkh0Wk9CakRvRkc1Qk9DTEkzc2pJSk5Yc1M5T2F1WElkZFFaUjhvcUFlT0hWQWIwdVN3VUtSbGtLV2tudWdPdWVPWHpTdkpXazhSMURtSmNuVmpYUEJOdjFsSnluQl9YQmE4eXYzblhxZGNnUnVTa0V5Wlo5WGtVaFF6UQ?oc=5,NORMAL
2026-01-12,OSINT,"Patrolling, grazing have restarted, situation stable but sensitive at LAC: Army chief - Firstpost",Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMixwFBVV95cUxONmU3R1U3SEI1WDB3RndlYlF6aEgxMFB6VGlMLURfMkZvM2g5cXdQVnE0MFJET1RjcWdIZ0ZsWTFYUEJvbVF2Z0VJLUQyOTNyQXdPNGZ4UC01dUctWXlUOVZnZWVxRk5KQmpDVzhhV1JLZkY3TGJ1Z2VkblBrM3hzRnN3YUFuM3F5eHFKdmlZdE5rdTVUOFNGUDBSdFBFX3VyYlRqdUJWck55aU82M2RsVnpTal9tUXNBSlBDNTh3ZUtXd1hwV3Yw0gHMAUFVX3lxTFBOYV9vVTl4TXExWXZPaU5UOG9PVHh4dENuMjBNMTd4SXBkSEw1M2x6eHZCLXZzR0lpSEI2TDVpT2ZkejY3YTlJYV9kZlI0a1ROZnNxUjBvVEh6OWFPUThJSlBHZm9lVWtaV25nM3JQeThxUXFKYmJ2QXhaZlNMZ2NCZkFPN3ROMWpHT2hnc2lFMkhVem1KYllRaHgwRlVza3dJR3U3YzBWd1l3YWt0WkFCLUxndVhnR1lKZmtwcHJTRlRKcE5JMHcwLUdVaw?oc=5,NORMAL
2026-01-12,OSINT,"Army chief lays out India’s plan for LAC. ‘Disengagement, de-escalation, normal management’ - ThePrint",Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMivwFBVV95cUxOX2ZxTHJvMUVSY3UwcVhvLWZJSmFUVXdNWFBNQ2FPLTlfYWFvY3dsUWRpV0M5TWVncHlRVTFPbUVsRHhNdHlJNUpHeUxPRHNmOUpTcVE4VFpRSGsxSUV2MUJVSkk0c2MzbTNjdHVuZTJ2SDhaMnpsMkN6TzEwWFZtRjZZZWplM1ZXRkpTeDJFM0wxa2hLdXdIVFpZazFheVdtTW9wRHcwM01lRlRGQWl4eE5HdWxKejFyem1uOU54MNIBxAFBVV95cUxPN2ZQLWgtNUtEVGtkQ0VYTFdRc2toS3dGTnNpME1KczU2V2hnVzlBdkpLMmNQN3RPdHdZX2VoaG1FX01wbkpPcHFyM2kwRDU0YjdNREpLUFRLU0tDYkY0OWJEekZvcXR6UzhMdkxxUDRyUDZQN1RXbGhMUGNGV0FKa3hFNHMyci1DZ2xCOXhxYWl5Q0oyaURzNENuUGFOaHlzeERHbEF5ZVhRS0NBVnF2YUkwaFJqZTUyUTN4ZHB2Z0dtdmZM?oc=5,NORMAL
2026-01-12,OSINT,BrahMos-2: DRDO Cracks Sustained Scramjet Power – India’s Own Zircon Hypersonic Missile Moves To Reality - EurAsian Times,Global Search: DRDO Hypersonic Missile,https://news.google.com/rss/articles/CBMigAFBVV95cUxQTHhEUHgwdnRqQ1AycXl5TVNSV1JQNFpiVWRYMlJrblVvV2dXbF9xTnVmY1ROUWJOcTFETmcyWkd2RlpxM2hnLUx5RDhmazIyT3dYMW1RODFJZUM4WG9ydzJhQnBLRVlyNkhTQnltaWJZSTRpMHkwWks0dEhCRGVWR9IBgAFBVV95cUxQTHhEUHgwdnRqQ1AycXl5TVNSV1JQNFpiVWRYMlJrblVvV2dXbF9xTnVmY1ROUWJOcTFETmcyWkd2RlpxM2hnLUx5RDhmazIyT3dYMW1RODFJZUM4WG9ydzJhQnBLRVlyNkhTQnltaWJZSTRpMHkwWks0dEhCRGVWRw?oc=5,NORMAL
2026-01-12,OSINT,India joins elite hypersonic club: DRDO successfully tests long-duration scramjet engine - Mathrubhumi English,Global Search: DRDO Hypersonic Missile,https://news.google.com/rss/articles/CBMingFBVV95cUxOTDNBdXNNNkptRkRQUDh5R0VBLWhjMHFtb25FRVRHVkdPeW83Tk5CcEEwQk1UcDgwOWZwRVVHVVJhcjJiWFpybDRZVXNXSndiekFTVFpkMHhWczNra1FXZXdqSFpwQjBpZGNqcXZXdm9sdEhMc3FQOWVucUluNHU5ck1TbkRUVmRZa2Q4dER4WUxHa2JfalNrdXc2RThkQdIBowFBVV95cUxQWnZLVTZGVXpMU3NmSjluY3Y0dWRZbGNFQV82RkEybkVpbTZLSWQxWEpkc3h1dDNFemdPNEJkTGdNNFNXQXp0MWt1MnloOTMzX1U5NTZqR2FOYk5GNW5WTnpXQnN3UkFPanZDWG9Hdkw3dFFYekhMd3BVMnlHdng3LTNjc0ZMU2tvMmhJbkVtUFIwNzVUSldSaHhka0ttclJ0Qmlj?oc=5,NORMAL
2026-01-12,OSINT,India Conducts Ground Test Of Scramjet Engine For Hypersonic Missiles - NDTV,Global Search: DRDO Hypersonic Missile,https://news.google.com/rss/articles/CBMirwFBVV95cUxPeVd5cFBiUXZjdW1rMWFNZUhZN3U1eWpMbF90cDBBTUM1cmoxRGI2ZHN1QllCSEVZaDdBbTV5WkJqUmMtOWdXdWJtSmxDRXV2dTJUZnp3XzNCSlJCS2ExZl9qQkJObm5lWkJTSnNZelRhU1BOUDMxdGgwZnlwSlRNZk5UdE9EV0pYSlJQMXloUkdFYVNzQXRMWG5UWGl4WHA4YlgyV2RFTGMyY3lwREk00gG3AUFVX3lxTE5JTWdzWHRfekdULUQ5ci1Wc2hEdEVSYWpBeFQ1dTN3eUhQUDFfc084SFdqTEU1enZwZXJDdmwyLUhfRkxlQWJ4MGtuLUNDZmpGdkVmN0szdFF3WjByeDVZZm5YMjRaWUJNSjVqLXZyUC1rY29MX0Nxd0FncVhNR1VTQ2pDbUJ0M3I5Slp5X3lwS0FfWDZGVUc5ME0xSHZzd1h2Mk52bHdtNlZRTWZlWXZBbXRjUVZWRQ?oc=5,NORMAL
2026-01-12,OSINT,India nears hypersonic missile capability as DRDO tests advanced scramjet engine - Moneycontrol,Global Search: DRDO Hypersonic Missile,https://news.google.com/rss/articles/CBMi4AFBVV95cUxQYmVTWWs4NFV6YWtqM2RTc3RSS1RBaHhGMWR0U2x3Zm1wei1feUF6OTJhcXowbW5QbWltbm92aGJxTGk1UWdGM3BPMjRubWZRamxiMmhCb0EtRGtuSmN0UHpmMjhIMVRBY2hmUzhsSUJxaUh1UE9UQWh3R3JmdnlfYmRWOUtVbGJoTnBZeEZnUXktOG94NHBkS2o1amhfaUlLOXl2b1owMENmZnZuVEVuSGtEbTU3SXhTQ2lIcFNublduM2x3VC1xSm5DT0NkaWU3WnJjdkhUclRuRVNkOHVmedIB5gFBVV95cUxQRHNVMU5CN3hLZUFNVG5yMlFfNjhoR1hBMl90bTRpc01EMzQwYkRIUFhPdmxsMkl1TDFaSGNOaV9lU0N5NzdERmpMSUNGNGQtOU93VmtMWERQblFfVzA5S1ZDQ2tfYmg4dFliemszMjlmdG42TmNVU2s4NFZrVGRaWjg2UFJFaGFXaDJybE55Y29sOGZzTXgxSHgwUXFSZDdKVDJmUkgyekRWYk5nYmpnc3pkUmZqcDlIMHVITXpuUG9TbWQtdV9jWUcweUVMMFFxWVV0cXBaM3ZjTW1XemloVUhDdDNoUQ?oc=5,NORMAL
2026-01-12,OSINT,DRDL Achieves Breakthrough in Hypersonic Missile Engine Tests - Construction World,Global Search: DRDO Hypersonic Missile,https://news.google.com/rss/articles/CBMi5wFBVV95cUxNZEpBTDd4ZUlNR18tRlcwNEFJaGQzSkk3b3RWRzNMNGwwNk5fRmEyQ3VmOWJ1UTlFcWdOOWdJNzJWa2lrcHM4a09iUmRtNUdMc3ZOVXlyU1VFaTgzYS1GMUJXS3ljaE4zMGMwUERMWnljOE5QYkYxUS1FbFBYMzJIa0hmbHdOSHE4WlZyNXgzakx2Smt1bk40dHhWRTQxYVl2N3Q1aHBMM0k0dE4zZnZ6dVBXY2FUN0MwT2RMc0Q2RXRZVWxISjdia05WRE1EcjFFMnhqLXB1YXlsX0VIemd5RGxWTWx3MkE?oc=5,NORMAL
2026-01-12,OSINT,DRDO conducts successful hypersonic missile test - News Arena India,Global Search: DRDO Hypersonic Missile,https://news.google.com/rss/articles/CBMikgFBVV95cUxQc0Z0MEJBS0t1TF95N25mMVdSdTNiMUdZR1UwY19YWFpxT0d4ZDN3LUJyMFpPZUhVR1FRNXpNU19oTTRGSmFZbGIxVGxYVXB3UHJ5eTE3RVJia0d3d1lqMWh6RWw3Q0xmOFBLeE5mM0gtbGFOR0E3VWZrZlRvUFpmRXlFemhJLUd5dGJmNU1LUWhmZw?oc=5,NORMAL
2026-01-12,OSINT,DRDO Successfully Tests Long-Duration Scramjet Engine for Hypersonic Missiles - pragativadi.com,Global Search: DRDO Hypersonic Missile,https://news.google.com/rss/articles/CBMipAFBVV95cUxONkZEN2tqSUtnNzVCRFpyaTVMUzE4b3BEeUZZaUR2aHp4RF81ZURIcjY4TlRjZ1BpOERKSm51X25YTGh5bzZCRWhmWElZV3RBVWVFTjA4ZUhuWFlPdjc2VHFWbnY0bHVkWTQ2TjZVZTc3eW9BWnBHUHNFMkVUNHhZUFhMUlFZb0pOVFpTR1d4VGRYRk5XNmJ1T005SXpJWVU0a1lWbg?oc=5,NORMAL
2026-01-12,OSINT,DRDO conducts crucial Scramjet engine test for hypersonic missile program - ANI News,Global Search: DRDO Hypersonic Missile,https://news.google.com/rss/articles/CBMi2wFBVV95cUxNQ1F5T0hpNVBHNEVnY3VodWo0MVZDeEVKWHMyckpZRmJ0YU1pRUFRaWFSNXMzOEtrS2N4Y0R1OHZkT1loNWJHNEU3TkU1MmU5RlRjVFZCRW1abEVyemdaZzE4aFV1SDNKRFZGa1BjSmJQWXMwZUNiZDU4b0swTW5LelBRek1ncy04T2hiWEhOUHRGdGl2Y09KV3lmSTlyRS1yUjIzbGt6R1JsN2E5SUE3VTJCZmZpVUhQZW5hRnp3MDBJNEdKcHFaNEZseVNwLUxScU8zOF93V1Y5Uk3SAdsBQVVfeXFMTUNReU9IaTVQRzRFZ2N1aHVqNDFWQ3hFSlhzMnJKWUZidGFNaUVBUWlhUjVzMzhLa0tjeGNEdTh2ZE9ZaDViRzRFN05FNTJlOUZUY1RWQkVtWmxFcnpnWmcxOGhVdUgzSkRWRmtQY0piUFlzMGVDYmQ1OG9LME1uS3pQUXpNZ3MtOE9oYlhITlB0RnRpdmNPSld5Zkk5ckUtclIyM2xrekdSbDdhOUlBN1UyQmZmaVVIUGVuYUZ6dzAwSTRHSnBxWjRGbHlTcC1MUnFPMzhfd1dWOVJN?oc=5,NORMAL
2026-01-12,OSINT,DRDO successfully tests full-scale scramjet engine for hypersonic missile programme - Greater Kashmir,Global Search: DRDO Hypersonic Missile,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPWDAwS2FwWlR4OXRha083aU55LTNPeVpmVDUwZFNoR19qOFU3Qzk4NlZvUG1FUjQ4NnVYUUpzdnBJQ1V2ZUwwUmNTZGZJQmVlVFVkOEJaZG9hZlZqWUdxWXNMNU8yX09RNW1Ib293WVpzNVhRdjFqTWh2RXYyZmk1Vk9RalQtVVNmQU8yQjFlb0cwZkxUZ0pHaVJaRVA5cHM2bFJMRzJRaWJkSVFkYVhRNE5VLUtuclYxWHBHbDNzQmNyUdIBywFBVV95cUxNazRoVzRiQ3dnWnFBSW1FQ1BRbUczYzZPYmJlR2huY3gzQXN4dzR6Y0dZQXVSVWpNMm83U3kzVTc5YmtIckZ4R1dNcE5UenVFMjJoN2dEMTB5bEVqYktGQndCeVg0aGhZMktLdG11SEZiMW9VRDF3b05IRUpjWC1yVFQ2WlBTNGtacmMyRzFWU3YzYWtrbGd0LUpQTDRPWUFBaFFpblJlVEpzLXZYRlVYaTFka25EZjRJODNHS1pwNGhqZDFURVdhU0x4NA?oc=5,NORMAL
2026-01-12,OSINT,January 12: DRDO Scramjet Test Accelerates India’s Hypersonic Push - Meyka,Global Search: DRDO Hypersonic Missile,https://news.google.com/rss/articles/CBMimAFBVV95cUxNWUlSejFaYjZfVFlZMTBGSGFIOUxodlBraGNIUDdTc2FBZlgzalRuMFkwMW5HTGtmYVg2OGdDNTdlRDVPbkFFVEo0QmJvZE5OYUtDX1FSdEpYSWdqWDBDYU5tZkZCY2h0Z3dtbnNIZElaQy1helpxbFVkS1h3RkhNOWphZWRscmVNM2FDQmhaVFFQaXdzMWZ3aA?oc=5,NORMAL
2026-01-12,OSINT,"DRDO Achieves Success With Scramjet Engine Test, Paving Way For Hypersonic Cruise Missiles - Republic World",Global Search: DRDO Hypersonic Missile,https://news.google.com/rss/articles/CBMixgFBVV95cUxOUnRIbXY0a1djbXNTaHlRTlluUDdnVWNtUWZUdHhRRGNfVjgwUG9VYi1NLTVOZ0hpdldqSGlWUWk2SEZwZGpYRlVnaVM0YWJfdzc0S3l6VU0xc2tSMzZBZ1NNcEM1TWxTbEhrWWwyV2J2WERfVUVzZ3dhTkVUYWc1d1l1Wk15U1ZKb1VlNWlnUnctZ3ZMV2M4OEJNVGNZLVBTT2VyYk02UTVjTFBmWWhiRDVnMkRtYm5MbWp0cDduVmVZeWxQSHfSAcsBQVVfeXFMTV90a0lUZkU4MXFKb3NPS0ZiR0t3b2NrOTdQeS1MaS1nTEw5anItQ3ROZkxHYW1Eak56bV9ZOUotTHNWTEhTTXZyQW1FX3RlY1pyZjh4QVdlU09VbTJPNHFBNGxzbHZsNkJxa0lnejYtVXFvVENwU3N4Sm16WlZGcHp0YklOTV9LX29pUlJKMHltWE14OVlCX2FKTUlCVXhqT01tOXpSWVBwYTVTMU1jZ2lxbWZ0b0MzQmlrc0dpQ3dlZWxLeWxCdVVFdHc?oc=5,NORMAL
2026-01-12,OSINT,DRDO conducts crucial Scramjet engine test for hypersonic missile programme - Public TV English,Global Search: DRDO Hypersonic Missile,https://news.google.com/rss/articles/CBMipwFBVV95cUxPc0FpRDN2NEtIU2ZsZFZmbnpSZEJsM3hrUzdQb1UyVlBXeDZFa2EwT1NKTmtJWE1qbjltWkppSzdjTlVKRlhVQ2haSXVlTDlhUHBhd0I3Y29KSUxKS1dZNk02UGpwOVVpRUZ0NnpGUFI1djBvZFZWbUNMVEc5QjROcUJ0MHFMQk10R3NEYjN4RlNEeG51Q0F3ZGl6RUZGal9zbS1SOVlpYw?oc=5,NORMAL
2026-01-12,OSINT,"DRDO successfully tests long-duration scramjet engine, boosting hypersonic missile programme - The Indian Awaaz",Global Search: DRDO Hypersonic Missile,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPY2gtcDIxekRPempqdzlYN0prRkFFT2ZOYl9qM1FqRWx1NS1JT3FlNDhzVzFKVzdXUGptVlRhRDVwMEYyWTVqdlRwSFBDRHBsYW9uZVJXckhHOXZ3cEkyOEdWVHZxT2xfMi1tMUxaVGI2ZVNGWHAzeDRGYnpkblhqbkZ3TjVwYUtYQW5rWVpSTmlFZGowMjFyLWxFUF90Z1lnRExIQnRNU0tnT0hiN0hoY2pzcHZia2t5eXlJ?oc=5,NORMAL
